MealId,Name,Rating,Description,PreparationTime,CookTime,Instructions,Yield,YieldUnitId,Servings,Ethnicity,Source,Type,ChillTime
198,Chicken Tarragon,0,,12:20:00 AM,12:25:00 AM,"Sprinkle chicken with paprika.  In a large skillet, brown chicken in 2 tsp. butter.  Place the vegetables in a greased 13""x9""x2"" baking dish.  Top with chicken.



Melt the remaining butter; stir in the tarragon, lemon juice, salt and pepper.  Pour over chicken and vegetables.  Cover and bake at 350° for 30-35 minutes or until chicken juices run clear and vegetables are tender.",,,4,American,Taste of Home,Main Dish,
199,Blueberry Upside-Down Cake,0,,12:20:00 AM,12:45:00 AM,"In a small saucepan, melt 2 Tbs. butter; stir in brown sugar.  Spread inot an ungreased 8"" baking dish.  Arrange blueberries in a single layer over brown sugar mixture; set aside.  In a large mixing bowl, cream remaining butter; beat in sugar.  Add egg and vanilla; mix well.  Combine flour and baking powder; add to creamed mixture alternately with milk.  Carefully pour over blueberries.



Bake at 350° for 40-45 minutes or until a toothpick comes out clean.  Immediately invert onto a serving platter.  Cool.  Serve with whipped topping if desired.",,,6,American,Taste of Home,Dessert,
200,Peachy Cream Dessert,0,,12:20:00 AM,12:25:00 AM,"In a bowl, cut butter into the flour until crumbly; stir in the pecans.  Press into a greased 13""x9""x2"" baking dish.  Bake at 350° for 25 minutes or until lightly browned.  Cool on a wire rack.



In a small mixing bowl, beat cream cheese and confectioners' sugar until fluffy.  Beat in whipped topping.  Spread over crust.  Arrange peaches over cream cheese layer.  Carefully spread glaze over peaches.  Cover and refrigerate until serving.",,,12,American,Taste of Home,Dessert,
201,Apple Crisp,0,,12:15:00 AM,12:35:00 AM,"Place apples in a greased 8"" square baking dish.  In a bowl, combine brown sugar, flour, oats, cinnamon and allspice; cut in butter until crumbly.  Sprinkle over apples.  Bake at 375° for 30-35 minutes or until apples are tender.  Serve warm with ice cream if desired.",,,4,American,Taste of Home,Dessert,
202,Oven Chicken Fingers,0,Good with Honey Mustard Sauce,12:20:00 AM,12:20:00 AM,"In a plastic bag, mix bread crumbs and Parmesan cheese; set aside.  In a small bowl, combine garlic and oil.  Flatten the chicken to 1/2"" thickness; cut into 1"" wide strips.  Dip strips in oil; coat with crumb mixture.  Place on a greased baking sheet.  Bake at 350° for 20 minutes or until golden brown.",,,6,American,Taste of Home,Main Dish,
203,Honey Mustard Sauce,0,,12:10:00 AM,,"Dissolve cornstarch in 1 Tbs. water in a saucepan.  Add honey, mustard and remaining water; bring to a boil over medium heat.  Boil for 1 minutes, stirring constantly.  Serve with chicken for dipping.",,,,American,Taste of Home,Sauce,
204,Raspberry Mallow Pie,0,Must have time to refrigerate.  Can be frozen.,12:10:00 AM,,"In a large microwave-safe bowl, combine marshmallows and milk.  Cook on high for 1-2 minutes; stir until smooth.  Stir in raspberries.  Fold in the whipped topping.  Pour into crust.  Refrigerate or freeze.",,,,American,Taste of Home,Dessert,01:00:00 AM
205,Chocolate Tea Bread,0,,12:20:00 AM,01:00:00 AM,"In a mixing bowl, combine applesauce, shortening, eggs, water and sugar; beat on low speed for 30 seconds.  Combine dry ingredients; add to applesauce mixture.  Beat on low for 30 seconds.  Beat on high for 2-1/2 minutes, scraping bowl occasionally.  Fold in the chocolate chips and nuts.  Pour into a greased and floured 9""x5""x3"" loaf pan.  Bake at 350° for 60-70 minutes or until a toothpick comes out clean.  Cool in pan 10 minutes before removing to a wire rack to cool completely.  Combine glaze ingredients; drizzle over bread.",1,loaf,,American,Taste of Home,Breads,
206,Peanut Butter Chocolate Chip Cookies,0,,12:20:00 AM,12:20:00 AM,"In a mixing bowl, cream butter and sugars; beat in peanut butter, egg and vanilla.  Combine flour, oats, baking soda and salt; stir into the creamed mixture.  Stir in chocolate chips.  Drop by rounded tablespoonfuls onto ungreased baking sheets.  Bake at 350° for 10-12 minutes or until golden brown.  Cool 1 minute before removing to a wire rack.",2,dozen,,American,Taste of Home,Dessert,
207,Chocolate Cherry Pie,0,,12:20:00 AM,12:20:00 AM,"In a bowl, mix flour, sugar and salt.  Cut in butter until mixture resembles coarse crumbs.  Press firmly onto the bottom and sides of a 9"" pie plate.  Bake at 350° for 15-20 minutes or until golden brown.  Cool completely.  In a saucepan, combine milk, chocolate chips and salt; cook and stir over low heat until chocolate melts.  Stir in pie filling and extract.  Pour into crust.  Chill 2-3 hours or until firm.  Garnish with whipped cream if desired.",,,8,American,Taste of Home,Dessert,03:00:00 AM
208,Double Chocolate Banana Muffins,0,,12:20:00 AM,12:25:00 AM,"In a large bowl, combien the first six ingredients.  In a small bowl, combine bananas, oil and egg; stir inot dry ingredients just until moistened.  Fold in chocolate chips.  Fill muffin cups 3/4 full.  Bake at 350° for 20-25 minutes or until a toothpick comes out clean.",1,dozen,,American,Taste of Home,Dessert,
209,Rhubarb Pie,0,,12:20:00 AM,01:00:00 AM,"Place rhubarb in a colander and pour water over it; set aside.  In a bowl, combine sugar, flour and tapioca; mix well.  Add rhubarb; toss to coat.  Let stand for 15 minutes.  Beat egg and water; add to rhubarb mixture and mix well.  Lin a 9"" pie plate with bottom pastry.  Add filling.  Dot with butter.  Cover with remaining pastry; flute edges.  Cut slits in top crust.  Bake at 400° for 15 minutes.  Reduce heat to 350°; bake 40-50 minutes longer or until crust is golden brown and filling is bubbly.",,,8,American,Taste of Home,Dessert,
210,Hash Brown Casserole,0,,12:10:00 AM,01:00:00 AM,"In a large bowl, combine the soup, sour cream and garlic salt.  Add potatoes and cheddar cheese; mix well.  Pour into a greased 13""x9""x2"" baking dish.  Top with Parmesan cheese.  Bake, uncovered, at 350° for 55-60 minutes or until potatoes are tender.",,,12,American,Taste of Home,Side Dish,
211,Doughnuts,0,Uses leftover mashed potatoes,12:30:00 AM,01:30:00 AM,"In a large mixing bowl, dissolve yeast in warm milk.  Add potatoes, 1/2 cupsugar, oil, salt, vanilla, baking soda, baking powder and eggs; mix well.  Add enough flour to form a soft dough.  Place in a greased bowl, turning once to grease top.  Cover and let rise in a warm place until doubled, about 1 hour.  Punch dough down; roll out on a floured surface to 1/2"" thickness.  Cut with a 3"" doughnut cutter.  Place on greased baking sheets; cover and let rise until almost doubled, about 45 minutes.  Meanwhile, combine the cinnamon and remaining sugar; set aside.  Heat oil in an electric skillet or deep-fat fryer to 350°; fry doughnuts until golden on both sides.  Drain on paper towels; roll in cinnamon-sugar while still warm.",2,dozen,,American,Taste of Home,Breakfast,
212,Applesauce Muffins,0,,12:20:00 AM,12:25:00 AM,"In a bowl, combine flour, cinnamon, allspice and baking soda; set aside.  In a mixing bowl, cream butter and sugar.  Beat in eggs, applesauce and vanilla; stir into dry ingredients just until moistened.  Fold in raisins.  Fill muffin cups 3/4 full.  Bake at 350° for 20-25 minutes or until a toothpick comes out clean.  Cool in pan 10 minutes; remove to a wire rack.",2,dozen,,American,Taste of Home,Breakfast,
213,Almond Sandies,0,,12:20:00 AM,12:25:00 AM,"In a mixing bowl, cream butter and sugar.  Add extract; mix well.  Combine flour, baking soda, baking powder and salt; gradually add to creamed mixture.  Fold in almonds.  Drop by rounded teaspoonfuls onto ungreased baking sheets.  Bake at 300° for 22-24 minutes or until lightly browned.  Cool 1-2 mintues before removing to a wire rack.",4,dozen,,American,Taste of Home,Dessert,
214,Oatmeal Banana Cupcakes,0,,12:20:00 AM,12:20:00 AM,"In a mixing bowl, cream butter and sugar.  Add eggs, bananas and honey; mix well.  Combine dry ingredients; stir into creamed mixture just until moistened.  Fill muffin cups 2/3 full.  Bake at 350° for 18-20 minutes or until a toothpick comes out clean.  Cool in pan 10 minutes before removing to a wire rack.",1,dozen,,American,Taste of Home,Dessert,
215,Lemon Cream Cupcakes,0,,12:20:00 AM,12:30:00 AM,"In a mixing bowl, cream butter and sugar.  Beat in eggs, one at a time.  Add lemon peel and vanilla; mix well.  Combine dry ingredients; add to creamed mixture alternately with sour cream (batter will be thick).  Fill muffin cups with 1/4 cup of batter.  Bake at 350° for 25-30 minutes or until a toothpick comes out clean.  Cool for 10 minutes; remove to wire racks to cool completely.  For frosting, cream butter and sugar in a small mixing bowl.  Add lemon jice, vanilla, lemon peel and milk; beat until smooth.  Frost cupcakes.",2,dozen,,American,Taste of Home,Dessert,
216,Chocolate Chip Cupcakes,0,,12:20:00 AM,12:25:00 AM,"In a mixing bowl, combine cake and pudding mixes, water, oil and eggs; beat on low speed for 30 seconds.  Beat on medium for 4 minutes.  Stir in chocolate chips.  Fill muffin cups with 1/4 cup batter.  Bake at 375° for 18-22 minutes or until a toothpick comes out clean.  Cool for 10 minutes; remove to wire racks to cool completely.  Frost.  Decorate with additional chips if desired.",2,dozen,,American,Taste of Home,Dessert,
217,Zucchini Cupcakes,0,,12:20:00 AM,12:25:00 AM,"In a mixing bowl, beat eggs, sugar, oil, orange juice and extract.  Combine dry ingredients; add to the egg mixture and mix well.  Add zucchini and mix well.  Fill muffin cups 2/3 full.  Bake at 350° for 20-25 minutes or until a toothpick comes out clean.  For frosting, combine brown sugar, butter and milk in a saucepan; bring to a boil over medium heat.  Cook and stir for 2 minutes.  Remove from the heat; stir in vanilla.  Cool to lukewarm.  Gradually beat in confectioners' sugar until frosting reaches spreading consistency.  Frost cupcakes.",1,clove,,American,Taste of Home,Dessert,
218,Zucchini Cake,0,,12:30:00 AM,12:40:00 AM,"In a mixing bowl, combine flour, sugar, cinnamon, salt, baking powder and baking soda.  Combine oil and eggs; add to dry ingredients and mix well.  Add zucchini; stir until thoroughly combined.  Fold in walnuts if desired.  Pour into a greased 13""x9""x2"" baking pan.  Bake at 350° for 35-40 minutes or until a toothpick comes out clean.  Cool.  For frosting, in a small mixing bowl, beat cream cheese, butter, milk and vanilla until smooth.  Add confectioners' sugar and mix well.  Frost cake.  Sprinkle with additional nuts if desired.  Store in the refrigerator.",,,20,American,Taste of Home,Dessert,
219,Cinnamon Chocolate Cake,0,,12:20:00 AM,12:30:00 AM,"In a mixing bowl, combine the first four ingredients.  In a saucepan, combine water, oil, butter and cocoa; bring to a boil over medium heat.  Pour over dry ingredients; mix well.  Add eggs, buttermilk, vanilla dn baking soda; mix well.  Pour into a greased and floured 15""x10""x1"" baking pan.  Bake at 375° for 15-20 minutes or until a toothpick comes out clean.  Meanwhile, for frosting, combine the butter, cream, cocoa and cinnamon in a saucepan.  Cook and stir over medium heat until butter is melted and mixture is heated through.  Remove for the heat; beat in sugar and vanilla until smooth.  Carefully spread over hot cake.  Cool completely.",,,24,American,Taste of Home,Dessert,
220,Cream of Carrot Soup,0,,12:20:00 AM,12:20:00 AM,"Place carrots, potatoes and water in a saucepan; cover and cook over medium heat until the vegetables are tender.  Drain, reserving cooking liquid.  In a skillet, saute onions and garlic in butter for 10 minutes.  Add flour; cook and stir for 2 minutes.  Place carrots, potatoes, onion mixture, salt and sugar in a blender or food processor; cover and puree until smooth, adding reserved cooking liquid as needed.  Pour into a 3-qt. saucepan or Dutch oven.  Stir in milk and heat through.  Add cream and cayenne; heat through (do not boil).  Garnish with paprika.",,,12,American,Taste of Home,Soup,
221,Carrot Pineapple Bread,0,,12:20:00 AM,01:00:00 AM,"In a mixing bowl, beat eggs, sugar and oil; add carrots, pineapple and vanilla.  Combine dry ingredients; beat into carrot mixture.  Pour into two greased 8""x4""x2"" loaf pans.  Bake at 325° for 60-70 minutes or until a toothpick comes out clean.  Cool in pans for 10 minutes; remove to a wire rack to cool completely.",2,loaves,,American,Taste of Home,Bread,
222,Creamy Sourdough Snack,0,,12:15:00 AM,,"In a saucepan, combine sour cream, cream cheese, onions and Worcestershire sauce; cook and stir over low heat until blended.  Add cheese and ham; cook and stir until cheese is melted and ham is heated through.  Cut off top of laof; carefully hollow out top and bottom leaving a 1/2"" shell.  Cut bread into cubes.  Pour dip into shell; sprinkle with parsley if desired.  Serve with bread cubes.",3,cups,,American,Taste of Home,Appetizer,
223,Raspberry Swirls,0,,12:30:00 AM,12:15:00 AM,"In a mixing bowl, cream butter and sugar.  Add the eggs and extracts; mix well.  Combine flour, baking powder and salt; add to creamed mixture and mix well.  Cover and chill for at least 2 hours.  Divide dough in half.  On a lightly floured surface, roll each half into a 12""x9"" rectangle.  Combine jam, coconut and pecans; spread over rectangles.  Carefully roll up, starting with the long end, into a tight jelly roll.  Wrap in plastic wrap.  Refrigerate overnight or freeze for 2-3 hours.  Cut into 1/4"" slices; place on greased baking sheets.  Bake at 375° for 10-12 minutes or until lightly browned.  Cool on wire racks.",8,dozen,,American,Taste of Home,Dessert,02:00:00 AM
224,Italian Chicken,0,,12:20:00 AM,12:15:00 AM,"In a large skillet coated iwht nonstick cooking spray, cook chicken for 5-6 minutes on each side or until juices run clear.  Meanwhile, in a saucepan over medium heat, bring tomatoes, mushrooms, basil and garlic powder to a boil.  Combine cornstarch and water; add to tomato mixture.  Return to a boil; cook and stir for 2 minutes.  Serve chicken over spaghetti; top with tomato sauce.",,,4,American,Taste of Home,Main Dish,
225,Oriental Chicken,0,,12:20:00 AM,06:00:00 AM,"In a large skillet over medium heat, brown the chicken in oil on both sides.  Transfer to a slow cooker.  Combine the soy sauce, brown sugar, water, garlic and ginger; pour over chicken.  Cover and cook on high for 1 hour.  Reduce heat to low; cook 4-5 hours longer or until the meat juices run clear.  Remove chicken to a serving platter; sprinkle with almonds.  Spoon juices over chicken or thicken if desired.",,,4,Chinese,Taste of Home,Slow Cooker,
226,Pumpkin Bread,0,miniature loaves,12:20:00 AM,01:00:00 AM,"In a mixing bowl, beat the eggs.  Add oil and pumpkin; beat until smooth.  Combine remaining ingredients; gradually beat into pumpkin mixture.  Pour batter into five greased 5""x2-1/2""x2"" loaf pans.  Bake at 325° for 50-55 minutes or until a toothpick comes out clean.  Cool on wire racks.",5,loaves,,American,Taste of Home,Bread,
227,Almond Ring Coffee Cake,0,,12:40:00 AM,12:25:00 AM,"In a mixing bowl, combine 2 cups flour and yeast.  In a saucepan over low heat, bring milk, butter, sugar and salt to 120° - 130°; stir into flour mixture.  Add egg; beat for 3 minutes.  Stir in enough remaining flour to form a soft dough.  Turn onto floured surface; knead 4-6 minutes.  Place in a greased bowl, turning once to grease top.  Cover and let rise in a warm place until doubled, about 1 hour.  Beat filling ingredients until smooth (butter, sugar and extract).  Punch dough down.  Roll into an 18""x12"" rectangle.  Spread filling over dough to within 1"" of edges.  Starting at the long end, roll up tightly and seal edges.  Place on a greased baking sheet, sealing ends to form a ring.  Cover and let rise until doubled, about 30 minutes.  Bake at 375° for 20-25 minutes or until golden.  Remove to a wire rack.  Combine milk and extract; whisk in sugar until smooth.  Drizzle over coffee cake.  Sprinkle with almonds if desired.",,,8,American,Taste of Home,Breakfast,
228,Refrigerator Rolls,0,,12:40:00 AM,12:20:00 AM,"In a mixing bowl, dissolve yeast in warm water.  Add eggs, sugar, butter, salt and 3 cups of flour; beat until smooth.  Add enough remaining flour to form a soft dough.  Turn onto a floured surface and knead until smooth and elastic, about 6-8 minutes.  Place in a greased bowl, turning once to grease top.  Cover and refrigerate for 2 hours or up to 2 days.  Punch dough down and divide in half; shape each portion into 12 rolls.  Place in two greased 9"" round baking pans.  Cover and let rise until nearly doubled, about 30 minutes.  Bake at 350° for 20 minutes or until golden brown.",2,dozen,,American,Taste of Home,Bread,02:00:00 AM
229,Yogurt Biscuits,0,,12:20:00 AM,12:15:00 AM,"In a bowl, combine flour, baking powder, salt and baking soda; cut in butter until crumbly.  Combine yogurt and sugar; stir into the dry ingredients just until moistened.  Turn onto a floured surface; knead 4-5 times.  Place on a baking sheet that has been coated with nonstick cooking spray; pat into a 6""x4"" rectangle.  Cut into six square biscuits (do not separate biscuits).  Brush tops with milk.  Bake at 450° for 12-15 minutes or until golden brown.  Serve warm.",6,biscuits,,American,Taste of Home,Bread,
230,Corn Chowder,0,,12:20:00 AM,12:20:00 AM,"Coat the bottom of a saucepan with nonstick cooking spray.  Add onion; cook and stir over medium heat until tender, about 4 minutes.  Add 4 cups corn; cook and stir until corn is softened, about 5 minutes.  Add 2 cups broth; bring to a boil.  Reduce heat; cover and simmer for 10 minutes or until corn is tender.  Cool slightly.  In a blender or food processor, process soup in batches until smooth; return all to pan.  Add red pepper, rosemary, thyme, pepper, cayenne and remaining corn and broth; cook and stir for 10 minutes or until the corn is cooked.",,,4,American,Taste of Home,Soup,
231,Carrot Zucchini Bread,0,,12:20:00 AM,12:45:00 AM,"In a bowl, combine the first eight ingredients.  Combine flour, baking powder, baking soda and salt; add alternately with orange juice to carrot mixture.  Pour into two greased and floured 8""x4""x2"" loaf pans.  Bake at 350° for 45 minutes or until a toothpick comes out clean.  Cool for 10 minutes; remove from pans to a wire rack to cool completely.",2,loaves,,American,Taste of Home,Bread,
232,Sweet Potato Soup,0,,12:20:00 AM,12:30:00 AM,"In a Dutch oven or soup kettle, saute celery and onion in oil until tender.  Add remaining ingredients; bring to a boil over medium heat.  Reduce heat; simmer for 25-30 minutes or until tender.  Discard the bay leaf.  Cool slightly.  In a blender or food processor, process soup in batches until smooth.  Return all to pan and heat through.",,,4,American,Taste of Home,Soup,
233,Baked Cornmeal Dumplings,0,,12:20:00 AM,12:25:00 AM,"In a bowl, combine the first six ingredients.  Combine milk and oil; stir into dry ingredients.  Bring broth to a boil; carefully transfer to a 2-1/2 qt. round baking dish.  Druop batter in six mounds onto the broth.  Cover and bake at 400° for 20-25 minutes until a toothpick comes out clean (do not lift the cover while baking).",,,6,American,Taste of Home,Bread,
234,Pumpkin Cake Roll,0,,12:20:00 AM,12:20:00 AM,"In a mixing bowl, beat eggs on high for 5 minutes.  Gradually beat in sugar until thick and lemon-colored.  Add pumpkin and lemon juice.  Combine flour, cinnamon, baking powder, salt and nutmeg; fold into pumpkin mixture.  Grease a 15""x10""x1"" baking pan; line with waxed paper.  Grease and flour the paper.  Spread batter into pan; sprinke with walnuts.  Bake at 375° for 15 minutes or until cake springs back when lightly touched.  Immediately turn out onto a linen towel dusted with confectioners' sguar.  Peel off paper and roll cake up in towel, staring with a short end.  Cool.  Meanwhile, in a mixing bowl, beat cream cheese, sugar, butter and vanilla until fluffy.  Carefully unroll the cake.  Spread filling over cake to within 1"" of edges.  Roll up again.  Cover and chill until serving.  Dust with confectioners' sugar if desired.",,,8,American,Taste of Home,Dessert,
235,Applesauce Spice Cupcakes,0,,12:20:00 AM,12:25:00 AM,"In a mixing bowl, cream butter and sugar.  Add eggs and vanilla; mix well.  Combine dry ingredients; add to creamed mixture alternately with applesauce.  Fill muffin cups 2/3 full.  Bake at 350° for 25 minutes or until a toothpick comes out clean.  Cool for 10 minutes before removing to a wire rack.  Frost cooled cupcakes.",1,dozen,,American,Taste of Home,Dessert,
236,Pumpkin Cookie Dip,0,,12:10:00 AM,,"In a mixing bowl, beat the cream cheese and marshmallow creme until smooth.  Stir in pumpkin, cinnamon and orange peel.  Serve as a dip with cookies.  Store in the refrigerator.",4,cups,,American,Taste of Home,Dessert,
237,Parmesan Buttered Rice,0,,12:30:00 AM,,"In a large saucepan, bring water to a boil; stir in rice.  Reduce heat to low; cover and cook for 20 minutes or until tender.  Meanwhile, in a skillet over medium heat, belt butter until browned.  Place rice in a serving dish and sprinkle with Parmesan cheese.  Pour butter over rice; cover and let stand for 2-3 minutes.  Sprinkle with parsley.",,,6,American,Taste of Home,Side Dish,
238,Cranberry Snack Cake,0,,12:20:00 AM,12:40:00 AM,"In a mixing bowl, cream butter and sugar.  Beat in eggs and vanilla.  Combine flour, baking powder and salt; add to creamed mixture alternately with milk.  Stir in cranberries.  Pour into a greased 13""x9""x2"" baking pan.  Sprinke with marsmallows.  Lightly press into batter.  Sprinkle with brown sugar and pecans.  Drizzle with butter.  Bake at 350° for 35-40 minutes or until a toothpick comes out clean.",,,12,American,Taste of Home,Dessert,
239,Oven-Fried Potatoes,0,,12:20:00 AM,12:50:00 AM,"Place potatoes in two large resealable plastic bags.  Combine the Parmesan cheese and seasonings; add to potatoes and shake to coat.  Pour oil into two 15""x10""x1"" pans.  Bake, uncovered, at 375° for 40-50 minutes or until tender.",,,12,American,Taste of Home,Side Dish,
240,Raspberry Crumb Cake,0,,12:20:00 AM,01:00:00 AM,"In a saucepan, combine sugar, cornstarch, water and raspberries.  Bring to a boil over medium heat; boil for 5 minutes or until thickened, stirring constantly.  Remove from the heat; stir in lemon juice.  Cool.  Meanwhile, in a bowl, combine the first six crust ingredients.  Cut in butter until mixture resembles coarse crumbs.  Beat eggs, milk and vanilla; add to crumb mixture and mix well.  Spread 2/3 of the mixture into a greased 13""x9""x2"" baking dish.  Spoon raspberry filling over crust to within 1"" of the edges.  Top with remaining crust mixture.  For topping, combine flour and sugar; cut in butter until crumbly.  Stir in almonds.  Sprinkle over the top.  Bake at 350° for 50-55 minutes or until lightly browned.",,,12,American,Taste of Home,Dessert,
241,Tiny Shortbread Tarts,0,,12:20:00 AM,12:22:00 AM,"In a mixing bowl, cream butter and sugar.  Add flour; mix well.  Shape into 1"" balls; press onto the bottom and up the sides of greased miniature muffin cups.  Bake at 300° for 17-22 minutes.  Cool for 15 minutes; carefully remove from pans.  Spoon 1 tsp. of pie filling into each tart.",3,dozen,,American,Taste of Home,Dessert,
242,Popovers,0,,12:10:00 AM,12:15:00 AM,"In a bowl, combine flour and salt.  Combine eggs and milk; whisk into dry ingredients just until blended.  Using two 12-cup muffin tins, grease and flour five alternating cups of one tin and four cups of the other; fill 2/3 full with batter.  Fill empty cups 2/3 full with water.  Bake at 450° for 15 minutes.  Reduce heat to 350° (do not open oven door).  Bake 15 minutes longer or until deep golden brown (do not underbake).",,,9,American,Taste of Home,Breads,
243,Mini Apple Turnovers,0,Needs 1 hour refrigeration,12:30:00 AM,12:22:00 AM,"In a mixing bowl, beat cream cheese and butter until smooth.  Refrigerate the egg white.  Beat egg yolk and 2 Tbs water into cream cheese mixture.  Gradually beat in flour until well blended.  Shape pastry into a ball. Cover and refrigerate for 1 hour.  



Meanwhile, in a large skillet, toss apples with sugar and cinnamon.  Bring to a boil.  Reduce heat; cover and simmer for 8-10 minutes or until apples are tender.  Remove from the heat.



Turn the pastry onto a lightly floured surface.  Roll to 1/8"" thickness; cut into 4"" circles.  Top each circle with apple mixture.  Brush edges of pastry with water; fold pastry over filling and seal edges well.  In a small bowl, whisk egg white and remaining water; brush over pastry.  Sprinkle with additional sugar if desired.



Place on greased baking sheets.  Bake at 375° for 18-22 minutes or until golden brown.  Remove to wire racks to cool.  Serve with ice cream if desired.",2,dozen,,American,Taste of Home,Dessert,
244,German Apple Cake,0,,12:30:00 AM,01:00:00 AM,"In a large mixing bowl, beat the eggs, sugar, oil and vanilla.  Combine the flour, cinnamon, baking soda and salt; add to egg mixture and mix well.  Fold in apples and nuts.  Pour into a greased 13""x9""x2"" baking dish.  Bake at 350° for 55-60 minutes or until a toothpick comes out clean.  Cool on a wire rack.



In a small mixing bowl, beat cream cheese and butter.  Add confectioners' sugar, beating until smooth.  Spread over cake.  Refrigerate leftovers.",,,12,German,Taste of Home,Dessert,
245,Apple Cobbler,0,,12:20:00 AM,12:35:00 AM,"In a large saucepan, combine 1 cup sugar, water, tapioca and cinnamon.  Bring to a boil over medium heat, stirring occasionally.  Remove from the heat; stir in the apples until coated.  Pour into a greased 8"" baking dish; set aside.



In a small bowl, combine the flour, baking powder, salt and remaining sugar.  Stir in butter and milk just until mistened.  Fold in cheese and walnuts.  Sprinkle over apple mixture.  Bake at 375° for 30-35 minutes or until filling is bubbly.  Serve with whipped topping or ice cream if desired.",,,6,American,Taste of Home,Dessert,
246,Zucchini Pancakes,0,Serve with spaghetti sauce and Parmesan cheese on top,12:20:00 AM,12:20:00 AM,"In a bowl, combine the flour, Parmesan cheese, oregano, salt and pepper (to taste).  Combine the zucchini, egg, onion and mayonnaise; stir into dry ingredients until well blended. 



In a large skillet, melt butter.  Drop zucchini mixture by cupfuls into skillet; press lightly to flatten.  Fry until golden brown, about 2 minutes on each side.  Drain on paper towels.  Serve with sour cream if desired.",,,3,American,Taste of Home,Breakfast,
247,Blueberry Snack Cake,0,,12:20:00 AM,12:35:00 AM,"In a mixing bowl, combine flour and sugar.  Cut in butter until crumbly.  Set aside 3/4 cup for topping.  Add the baking powder, milk and egg yolks to remaining mixture; mix well.  Beat egg whits until soft peaks form; fold into batter.



Pour into a greased 13""x9""x2"" baking dish.  Sprinkle with blueberries and reserved crumb mixture.  Bake at 350° for 30-35 minutes or until golden brown and until a toothpick comes out clean.",,,15,American,Taste of Home,Dessert,
248,Biscuits,0,,12:20:00 AM,12:10:00 AM,"In a bowl, combine the flour, baking powder, sugar and salt.  Cut in shortening until the mixture resembles coarse crumbs.  In a small bowl, beat egg and milk; stir into dry ingredients just until moistened.



Turn ont a well-floured surface; knead 20 times.  Roll to 3/4"" thickness; cut with a 2-1/2"" biscuit cutter.  Place on a lightly greased baking sheet.  Bake at 450° for 8-10 minutes or until golden brown.  Serve warm.",1,dozen,,American,Taste of Home,Breads,
249,Chocolate Pie,0,,12:20:00 AM,,"In a large saucepan, combine the sugar, cocoa, flour and salt; gradually add water.  Cook and stir over medium heat until mixture comes to a boil.  Cook and stir for 1 minutes or until thickened.  Remove from the heat; stir in butter and vanilla.  Pour into pastry shell.  Refrigerate for 2-3 hours before slicing.  Garnish with whipped cream and chocolate sprinkles.",,,6,American,Taste of Home,Dessert,02:00:00 AM
250,Blueberry Pound Cake,0,,12:30:00 AM,01:00:00 AM,"In a large mixing bowl, cream butter and sugar.  Beat in extracts.  Add eggs, one at a time, beating well after each addition.  Combine flour and baking soda; add to creamed mixture alternately with sour cream.  Fold in blueberries.



Spoon into two greased and waxed paper-lined 9""x5""x3"" loaf pans.  Bake at 350° for 60-65 minutes or until a toothpick comes out clean.  Cool for 10 minutes before removing from pans to wire racks.  Sprinkle with confectioners' sugar.



In a saucepan, combine the sugar, cornstarch and cranberry juice concentrate until smooth.  Add blueberries.  Bring to a boil over medium heat; cook and stir for 2 minutes or until thickened.  Serve warm or cold with the pound cake.",2,loaves,,American,Taste of Home,Dessert,
251,Shepherd's Pie,5,,12:20:00 AM,12:30:00 AM,"Brown beef and onions.  Drain all but a little grease.  Add flour and stir well.  Cook for 1 minute.  Stir in broth.  Boil for 2 minutes to thicken.  Pour into a 13""x9""x2"" baking dish.  Add corn till it makes 1 layer.  Make potatoes according to package directions.  Spread on top.  Bake at 350° for 30 minutes.",,,6,American,Mom Armstrong,Main Dish,
252,Cherry Streusel Bars,0,,12:20:00 AM,12:30:00 AM,"In a bowl, combine 2 cups flour, sugar and salt; cut in shortening until crumbly.  In another bowl, whisk the egg, water and vinegar.  Stir into flour mixutre with a fork.  On a lightly floured surface, roll out dough into a 15""x10"" rectangle.  Transfer to a greased 15""x10""x1"" baking pan.  Bake at 400° for 6-8 minutes or until firm and dry to the touch.



Meanwhile, combine pie filling and orange peel; set aside.  In a large bowl, combine the brown sugar, cinnamon and remaining flour; cut in butter until crumbly.  Spread cherry mixture over crust.  Sprinkle with crumb mixture.  Bake at 400° for 20-25 minutes or until golden brown.  Cool on a wire rack for 20 minutes before cutting.",2,dozen,,American,Taste of Home,Dessert,
253,Apple Cranberry Cobbler,0,,12:20:00 AM,12:35:00 AM,"In a large saucepan, combine the apples, sugar, cranberries, tapioca, cinnamon and water.  Let stand for 5 minutes, stirring occasionally.  Cook and stir over medium heat until mixture comes to a full boil.  Cook and stir 3 minutes longer.  Pour into a greased 2-qt. baking dish.  Dot with butter.



In a bowl, combine the flour, sugar, baking powder and salt.  Cut in butter until crumbly.  Stir in milk to form a soft dough.  Drop dough by tablespoonfuls over hot apple mixture.  Bake, uncovered, at 375° for 30-35 minutes or until topping is golden brown and a toothpick inserted into topping comes out clean.",,,8,American,Taste of Home,Dessert,
