"MealId","Name","Rating","Description","PreparationTime","CookTime","Instructions","Yield","YieldUnitId","Servings","Ethnicity","Source","Type","ChillTime"
320,"Turtle Pumpkin Pie",0,,12:20:00 AM,,"Pour 1/4 cup caramel topping into crust, sprinkle with 1/2 cup pecans.  Beat milk, pudding mixes, pumpkin and spices with whisk until blended.  Stir in 1 1/2 cup cool whip.  Spread inot crust.  Refrigerate at least 1 hour.  Top with remaining cool whip, caramel topping (drizzle with fork) and pecans just before serving.",,,10,"American","Recipe Box","Dessert",01:00:00 AM
321,"Molten Chocolate Surprise",0,,12:20:00 AM,12:15:00 AM,"Preheat oven to 425°.  Microwave chocolate and butter in large bowl on high for 2 mintutes or until butter is melted.  Stir with wire whisk until chocolate is melted and mixture is well blended.  Beat whole eggs, egg yolks, sugar and flour with wire whisk until well blended.  Gradually add to chocolate mixture, beating constantly until well blended.  Line 12 medium muffin cups with paper liners.  Place 1 cookie upside down on bottom of each cup.  Cover evenly with batter.  Bake 8 minutes or until cakes are firm around the edges but still soft in centers.  Let stand 1 minute.  Remove from pan.  Invert onto dessert dishes.  Remove liners.  Serve with cool whip.",1,"dozen",,"American","Recipe Box","Dessert",
322,"Apple Dumplings",0,,12:20:00 AM,12:30:00 AM,"Preheat oven to 350°.  On a surface dusted with flour, unfold rolls.  Place an apple wedge on wide edge of dough and roll up.  Place dumplings in 8"" square baking dish.  In saucepan, melt butter with sugar and cinnamon over medium heat.  Stir in the Mountain Dew.  Pour over mixture on dumplings.  Cover with foil and bake for 15 minutes.  Remove foil and bake 15 minutes longer.",,,4,"American","Recipe Box","Dessert",
323,"Cheesecake",0,,12:20:00 AM,12:40:00 AM,"Preheat oven to 325°.  Mix crumbs, 3 Tbs. sugar and butter.  Press firmly into bottom of foil-lined 13""x9""x2"" baking pan.  Bake 10 minutes.  Beat cream cheese, 1 cup sugar, flour and vanilla in a large bowl with electric mixer on medium speed until well blended.  Add sour cream.  Mix well.  Add eggs, one at a time, beating on low speed after each addition just until blended.  Pour over crust.  Gently drop jam by small spoonfuls over top of batter.  Cut through batter several times with knife for marble effect.  Bake 40 minutes or until almost set.  Cool.  Refrigerate 4 hours or overnight.",,,16,"American","Recipe Box","Dessert",04:00:00 AM
324,"Chocolate Pudding Pie",0,,12:10:00 AM,,"Pour milk into large bowl.  Add dry mix.  Beat with whisk 2 minutes or until well blended.  Spoon half of the pudding into crust.  Gently stir 1 cup cool whip into remaining pudding.  Spoon over pudding layer in crust.  Top with the remaining 1 cup cool whip.  Refrigerate at least 3 hours.  Store in fridge.",,,10,"American","Recipe Box","Dessert",03:00:00 AM
325,"Layered Pumpkin Loaf",0,,12:20:00 AM,01:00:00 AM,"Heat oven to 350°.  Grease 9""x5"" loaf pan.  Set aside.  Mix pumpkin, 1 cup sugar, brown sugar, 3 egg whites, milk and oil in large bowl.  Add flour, baking powder, spice and salt.  Stir until moistened.  Set aside.  Beat cheese and 2 Tbs sugar and remainin egg white with whisk until well blended.  Spoon half of pumpkin batter into pan.  Spoon in cheese mixture over batter.  Cover with remaining pumpkin batter.  Bake 1 hour to 1 hour 15 minutes or until a toothpick comes out clean.  Run knife or thin spatula around edges to loosen.  Cool in pan on wire rack 10 minutes.  Remove to wire rack and cool completely.",1,"loaf",,"American","Recipe Box","Dessert",
326,"Strawberry Swirl Cheesecake",0,,12:20:00 AM,12:50:00 AM,"Preheat oven to 325°.  Line 13""x9""x2"" baking pan with foil.  Mix crumbs, 3 Tbs. sugar and butter.  Press onto bottom of pan.  Bake 10 minutes.  Beat cream cheese, 1 cup sugar, flour and vanilla in large bowl with electric mixer on medium speed untill well blended.  Add sour cream; mix well.  Add eggs, one at a time mixing on low speed after each addition just until blended.  Pour over crust.  Microwave jam on high for 30 seconds.  Gently drop small spoonfuls of jam over batter.  Cut through batter several times with knife for swirl effect.  Bake 40 minutes or until center is almost set.  Cool completely.  Refrigerate at least 4 hours or overnight.  Life cheesecake from pan.",,,16,"American","Recipe Box","Dessert",04:00:00 AM
327,"Chocolate Peanut Butter Truffles",0,,12:20:00 AM,,"Microwave chocolate in large bowl on high for 2 minutes or until melted, stirring every minute.  Stir in peanut butter until well blended.  Cool to room temperature.  Gently stir in cool whip.  Refrigerate 1 hour.  Scoop mixture with melon baller or teaspoon, then shape into 1"" balls.  Roll in sugar.  Store in refrigerator.  Can substitute for other toppers.",3,"dozen",,"American","Recipe Box","Dessert",01:00:00 AM
328,"Raspberry Shortcake Pie",0,,12:20:00 AM,,"In a medium bowl, whisk together cool whip and marshmallow creme until combined.  Gently stir in sherbet and yogurt.  Place raspberries in crust.  Spoon cool whip mixture over raspberries.  Freeze at least 4 hours or until firm.  Let stand at room temperature for 15 minutes before cutting.  Store in freezer.",,,8,"American","Recipe Box","Dessert",04:00:00 AM
329,"Strawberry Pinwheel Shortcake",0,,12:20:00 AM,12:20:00 AM,"Combine strawberries and sugar, stir and chill 1-2 hours.  Combine flour, baking powder and salt.  Cut in shortening with pastry blender until it resembles coarse meal.  Gradually add enough milk to form a soft dough, stirring until moistened.  Turn dough on a lightly floured surface and knead 4-5 times.  Roll dough to an 11""x8"" rectangle.  Combine butter and brown sugar.  Spread evenly over dough.  Roll up jelly roll style.  Pinch seams, cut into 1"" slices.  Place on lightly greased baking sheet.  Bake at 425° for 18 minutes or until lightly browned.  Serve with strawberries and whipped cream.",,,8,"American","Recipe Box","Dessert",01:00:00 AM
330,"Sopapillas",0,,12:20:00 AM,12:20:00 AM,"Combine flour, baking powder and salt.  Cut in shortening with pastry blender.  Add water, stirring with fork until blended.  Turn dough out onto lightly floured surface.  Knead 10-12 times.  Place dough in plastic bag to rest for 20 minutes.  Roll dough to 1/8"" thickness.  Cut dough into 3"" squares.  Cut each square diagonally to form 2 triangles.  Pour oil to a depth of 3"" inot a Dutch oven.  Heat to 360°.  Fry a few triangles at a time lightly pressing down with the back of a fork until dough starts to puff.  Release and continue cooking until golden brown spooning oil over top and turning once.  Drain.  Serve with honey and/or combine sugar and cinnamon.",,,28,"American","Recipe Box","Dessert",
331,"Scottish Shortbread",0,,12:20:00 AM,12:35:00 AM,"Place butter in large mixing bowl.  Beat at medium speed with electric mixer until creamy, gradually add sugar, beating well.  Stir in vanilla.  Combine flour and cornstarch, gradually add to butter mixture, beating at lowest speed after each addition.  Press into a 15""x10""x1"" jelly roll pan.  Bake at 350° for 15 minutes.  Reduce heat to 325° and bake for 20 minutes or until top is lightly browned.  Cool in pan on wire rack for 5 minutes.  Cut shortbread into 1"" squares.  Store up to 1 week or freeze for up to 3 months.",12,"dozen",,"American","Recipe Box","Dessert",
332,"Snow Ice Cream",0,,12:20:00 AM,,"Combine egg and sugar.  Stir well with a wire whisk.  Add milk and vanilla, stirring well.  Place snow in a large bowl.  Gradually add milk mixture to snow, gently stirring with a wooden spoon until blended.",3,"quarts",,"American","Recipe Box","Dessert",
333,"Apple Butter Bars",0,,12:20:00 AM,12:55:00 AM,"Combine flour, soda and salt in a large bowl.  Add oats and sugar.  Stir in butter and mix well.  Press half of mixture into a greased 13""x9""x2"" baking pan.  Top with apple butter.  Sprinkle with remaining crumb mixture and press in gently with a spoon.  Bake at 350° for 55 minutes or until browned.  Cool and cut into bars.",3,"dozen",,"American","Recipe Box","Dessert",
334,"Chocolate Pudding",0,,12:20:00 AM,12:07:00 AM,"Combine cocoa, sugar, salt and flour.  Slowly stir in milk.  Microwave for 5 minutes, stirring 1/2 way into cooking time.  Stir and cook for 1-2 minutes more until thick.  Stir in butter and vanilla.  Cool and serve or put in pie crust.",,,4,"American","Recipe Box","Dessert",
335,"Cheesecake Bars",0,,12:20:00 AM,12:30:00 AM,"Preheat oven to 350°.  Mix crumbs, butter and 3 Tbs. sugar.  Press onto bottom of 13""x9""x2"" baking pan.  Beat cream cheese, 3/4 cups sugar and vanilla with mixer on medium speed until well blended.  Add eggs, mix just until blended.  Pour over crust.  Bake 30 minutes or until center is almost set.  Cool.  Refrigerate 3 hours or overnight.  Store leftovers in fridge.",,,32,"American","Recipe Box","Dessert",03:00:00 AM
336,"Banana Cream Pie Bars",0,,12:20:00 AM,12:10:00 AM,"Preheat oven to 325°.  Mix crumbs, pecans and butter in a 13""x9""x2"" baking pan.  Press frimly onto bottom.  Bake 8 minutes.  Cool for 10 minutes.  Top with banana slices.  Pour milk into large bowl.  Add dry pudding mixes.  Beat with a wire whisk for 2 minutes or until will blended.  Spoon 2 cups of pudding over banana.  Gently stir 1 cup of cool whip into remaining pudding.  Spoon over pie.  Top with remaining 1 1/2 cups cool whip.  Refrigerate at least 3 hours.",,,16,"American","Recipe Box","Dessert",03:00:00 AM
337,"Baked Custard",0,,12:20:00 AM,12:35:00 AM,"In a bowl, lightly beat the egg.  Add milk, sugar, vanilla and salt.  Pour into ungreased 6 oz. custard cups.  Sprinkle with nutmeg.  Set in pan containing 1/2 to 1"" of hot water.  Bake at 350° for 35 minutes or until set and a knife through center is clean.",,,2,"American","Recipe Box","Dessert",
338,"Cream Cheese Tarts",0,,12:20:00 AM,12:20:00 AM,"Beat cream cheese in medium mixing bowl until soft and creamy.  Gradually add sugar, beating until light and fluffy.  Add eggs, one at a time, beating well after each addition.  Stir in vanilla.  Place a vanilla wafer in each paper-lined muffin cup.  Spoon cream cheese mixture over wafer, filling cups full.  Bake at 350° for 20 minuets.  Leave in muffin pans and refrigerate overnight.  To serve, remove paper liners and top with pie filling or whipped cream.  ",,,12,"American","Recipe Box","Dessert",08:00:00 AM
339,"Applesauce",0,,12:20:00 AM,,"Heat apples and water to boiling over medium heat, stirring often.  Reduce heat and simmer, uncovered, until apples are tender.  Stir in remaining ingredients.  Heat to boiling.  Boil and stir for 1 minute.",,,6,"American","Recipe Box","Dessert",
340,"Apple Crisp",0,,12:20:00 AM,01:00:00 AM,"Sprinkle the sugar and cinnamon over the bottom of a 9"" square pan.  Dot with 1/4 cup butter.  Arrange the apple slices in the pan.  Mix the flour, brown sugar and 1/4 cup butter in bowl until crumbly.  Bake at 350° for 1 hour.",,,4,"American","Recipe Box","Dessert",
341,"Mandarin Orange Jello",0,,12:15:00 AM,,"Mix jello and hot water until crystals are dissolved.  Add oranges and orange juice.  Refrigerate until set.  For dressing, mix sour cream, brown sugar and vanilla until combined.  Dollop on top of jello.
",,,6,"American","Recipe Box","Dessert",01:00:00 AM
342,"Kringla",5,,12:30:00 AM,12:10:00 AM,"Cream together sugar, butter, eggs, vanilla and baking soda.  Mix in sour cream, flour, baking powder and salt.  Chill in refrigerator.  Shape into bow knots.  Bake at 350° for 8-10 minutes till done but not brown.",6,"dozen",,"American","Mom Armstrong","Dessert",01:00:00 AM
343,"Chocolate Cookie Bark",0,,12:20:00 AM,,"Place both chocolates in separate bowls to microwave.  Melt, following directions on package.  Add peanut butter to white chocolate.  Stir.  Crumble cookies over both cocolates.  Mix well.  Drop spoonfuls of mixtures onto wax paper-covered baking sheet alternating colors.  Cut through several times with a knive for marble effect.  Refrigerate at least 1 hour or until firm.",,,14,"American","Recipe Box","Dessert",01:00:00 AM
344,"Pumpkin Bars",0,,12:20:00 AM,12:25:00 AM,"Combine all ingredients together.  Bake at 350° for 20-25 minutes in a 13""x9""x2"" baking pan. 

FROSTING--

Cream together:
4 oz. cream cheese
2 Tbs. butter
1 tsp. vanilla
2 cups powdered sugar",,,12,"American","Recipe Box","Dessert",
345,"Cranberry Shortcake",5,,12:20:00 AM,12:40:00 AM,"Sift together flour, sugar, baking powder and salt.  Add milk and mix well.  Add butter and cranberries.  Mix well.  Bake in a 9"" square baking dish at 375° for 30-40 minutes.  For icing, bring butter, sugar and whipping cream to a boil and simmer for 10 minutes.  Top with whipped cream and serve warm.

",,,9,"American","Mom Armstrong","Dessert",
346,"Dutch Apple Wedges",0,,12:20:00 AM,12:55:00 AM,"Heat oven to 350°.  Mix 1 cup flour and 1/3 cup sugar in medium bowl.  Cut in butter, using pastry blender or crisscrossing 2 knives, until crumbly.  Press in ungreased round pan, 9""x1-1/2"".  Bake 25 minutes.  Make crumb topping (flour, brown sugar and butter) and set aside.  Mix 1/3 cup sugar, 2 Tbs. flour and cinnamon in medium bowl.  Stir in apples until coated.  Spoon over baked layer.  Sprinkle with topping.  Bake about 30 minutes or until topping is light brown and apples are tender.  Cool 30 minutes before serving.  Serve warm or cool.  Cut into 12 wedges.",,,12,"American","Recipe Box","Dessert",
347,"Peanut Brittle with Chocolate and Peanut butter",0,,12:20:00 AM,,"Spray baking sheet or 15""x10""x1"" pan with cooking spray.  Mix sugar and syrup in large bowl until moistened.  Microwave on high for 5 minutes.  Stir in butter and peanuts.  Microwave 3-4 minutes or until pale golden brown.  Add baking soda and vanilla (will foam).  Spread as thinkly as possible onto baking sheet.  Cool completely.  Break into pieces.  Microwave chocolate in measuring cup on high for 1-2 minutes.  Stir until melted.  Stir in peanut butter till melted.  Dip half of brittle halfway into chocolate mixture.  Scrape to remove excess.  Place on parchment paper.  Refrigerate about 20 minutes.  For heat: stir in 1 tsp. hot pepper sauce with vanilla.",,,16,"American","Recipe Box","Dessert",12:20:00 AM
348,"Chocolate Bites",0,,12:20:00 AM,12:10:00 AM,"Preheat oven to 350°.  Microwave chocolate and butter in large bowl on high for 2 minutes or until butter is melted.  Stir until chocolate is completely melted.  Stir in sugar.  Blend in eggs and vanilla.  Add flour.  Mix well.  Refrigerate 15 minutes or until easy to handle.  Shape into 1"" balls.  Place 2"" apart on greased baking sheets.  Bake 8 minutes or until set.  Let stand on sheet for 1 minute.  Transfer to wire racks.

Options: after coming out of oven, press walnut half, marshmallow half (dipped in sugar), half caramel, candy canes-chopped, melted baking chocolate",5,"dozen",,"American","Recipe Box","Dessert",12:15:00 AM
349,"Pumpkin Bars",0,,12:20:00 AM,12:25:00 AM,"Sift dry ingredients together.  Add beaten eggs, oil and pumpkin.  Stir together until well mixed.  Pour into jelly-roll pan.  Bake at 350° for 25 minutes.  May need to cover edges with foil and bake a bit longer to make sure center is done.  Frost with cream cheese frosting.",,,,"American","Recipe Box","Dessert",
350,"Apple-Pear Crumble Pie",0,,12:20:00 AM,12:35:00 AM,"Preheat oven to 375°.  Mix wafer crumbs, brown sugar and butter until well blended.  Set aside.  Place crust in 9"" pie plate.  Spread cream cheese on bottom.  Sprinkle with half of crumb mixture.  Set aside.  Combine fruit in large bowl.  Add sugar, flour, cinnamon.  Toss to coat.  Spoon over crumb layer in pie crust.  Sprinkle with remaining crumb mixture.  Bake 35 minutes or until fruit is tender and crust is lightly browned, covering loosely with foil after 25 minutes if necessary to prevent crust from over-browning.  Cool on wire rack.  Serve with cool whip.  Store leftovers in fridge.",,,10,"American","Recipe Box","Dessert",
351,"Lemon Treat",0,,12:10:00 AM,12:00:00 AM,"Mix pie filling, sugar and egg with 1/4 cup water until smooth.  Slowly add another 1-3/4 cup water.  Cook, stirring constantly, over medium heat until mixture comes to a full boil.  Remove from heat and cool completely.  Fold in whipped topping and spoon into dessert dishes.",,,4,"American","Recipe Box","Dessert",
352,"Creamy Raspberry Dessert",0,,12:20:00 AM,12:10:00 AM,"Combine crumbs, sugar and butter.  Press onto the bottom of an 8"" or 9"" sping form pan.  Bake at 350° for 10 minutes.  Cool.  Meanwhile, for filling, drain raspberries and reserve juice.  Set berries aside.  In a small saucepan, combine juice, cold water and gelatin.  Let stand for 5 minutes.  Cook and stir over low heat until gelatin dissolves.  Remove from the heat; cool for 10 minutes.  In a mixing bowl, beat cream cheese and sugar until blended.  Add berries and gelatin mixture; beat on low until thoroughly blended.  Chill until partially set.  Watch carefully, as mixture will set up quickly.  By hand, gently fold in whipped cream.  Spoon into the crust.  Chill for 6 hours or overnight.  Just before serving, run a knife around edge of pan to loosen.  Remove sides of pan.  Top with fresh raspberries and whipped cream.",,,10,"American","Recipe Box","Dessert",06:00:00 AM
353,"Flaky Apricot Pastries",0,,12:20:00 AM,12:35:00 AM,"In a mixing bowl, beat cream cheese and butter.  Add flour; mix well.  Divide dough into four pieces.  Cover and refrigerate for 2 hours.

On a floured surface, roll each portion of dough into a 12""x8"" rectangle.  Combine sugar and cinnamon; sprinkle over dough.  Spread with preserves.  Roll up tightly, starting with a short side; pinch ends.  Place seam side down on a greased baking sheet.  Using a sharmp knife, make three slashes across the top of each roll.

Bake at 350° for 28-32 minutes or until golden brown.  Remove to wire racks to cool.  Combine glaze ingredients; drizzle over pastries.",,,4,"American","Recipe Box","Dessert",02:00:00 AM
354,"Tuna Noodle Casserole",0,,12:20:00 AM,12:20:00 AM,"Stir soup, milk, peas, tuna and noodles in a 1-1/2 qt. casserole dish.  Bake at 400° for 20 minutes or until hot.  Stir.  Top with cheese.",,,4,"American","Recipe Box","Main Dish",
355,"Three-Cheese Potato Bake",0,,12:20:00 AM,12:20:00 AM,"In a large saucepan, combine the broth, milk, butter and pepper; bring to a boil.  Remove from heat; stir in potato flakes.  Let stand for 30 seconds.  Fluff with a fork.  Transfer to a greased 1-quart baking dish.  Top with cheeses.  Bake, uncovered, at 350° for 20 minutes or until cheese is melted.  Sprinkle with chives.  Serve with sour cream if desired.",,,4,"American","Recipe Box","Main Dish",
356,"Creamy Potato Casserole",0,,12:20:00 AM,01:00:00 AM,"In large bowl, combine all ingredients.  Transfer to ungreased 2 quart baking dish.  Bake, uncovered, at 350° for 1 hour or until heated through.",,,8,"American","Recipe Box","Main Dish",
357,"Breakfast Bake",0,,12:20:00 AM,12:25:00 AM,"Heat oven to 350°.  Unroll dough in 13""x9""x2"" baking dish.  Press to cover bottom of dish, firmly pressing holes and seams together to seal.  Sprinkle ham over crust.  Beat eggs, milk and pepper with whisk until blended.  Pour over ham.  Top with cheeses.  Bake for 25 minutes or until center is set.",,,8,"American","Recipe Box","Breakfast",
358,"Potato Pancakes",0,,12:20:00 AM,12:15:00 AM,"Combine first 4 ingredients, stirring well.  Pour oil to a depth of 1/8"" into large heavy skillet.  Drop mixture by 6 heaping tablespoons into hot oil.  Press into 3"" rounds with back of fork.  Fry until golden brown, turning once.  Drain well on paper towels.",,,2,"American","Recipe Box","Breakfast",
359,"Potato Frittata",0,,12:20:00 AM,12:20:00 AM,"Combine eggs and milk.  Mix well, set aside.  Heat oil in a 10"" nonstick skillet.  Add cubed potato, onion, salt and pepper.  Saute 8-10 minutes or until tender and lightly browned.  Add potato mixture, cheese and parsley to egg mixture, stirring constantly.  Return skillet to heat.  Add egg mixture.  Cover, reduce heat and cook 12-15 minutes or until center is set.  Cut into wedges and serve immediately.",,,4,"American","Recipe Box","Breakfast",
360,"Apple Tart",0,,12:20:00 AM,12:35:00 AM,"Place flour, butter and half of the cream cheese in food processor.  Cover.  Process using pulsing action until mixture is well-blended and almost a ball.  Shape dough into a ball.  Wrap tightly with plastic wrap.  Refrigerate 1 hour or until chilled.  Preheat oven to 400°.  Place pastry on lightly floured surface.  Roll out to 14""x8"" rectangle.  Place on parchment paper-covered baking sheet.  Set askide.  Mix remaining cream cheese and half of the dry gelatin mix until well-blended.  Spread onto pastry to within 2"" of edge.  Toss apples with remaining gelatin mix, cornstarch and cinnamon.  Spoon evenly over cream cheese filling.  Fold edge of pastry over apples toward center.  Sprinkle with almonds.  Bake in lower rack 35 minutes or until golden crust and apples are tender.  Cool.  Store in fridge.",,,8,"American","Recipe Box","Breakfast",01:00:00 AM
361,"Crepes",0,,12:20:00 AM,12:30:00 AM,"Beat first 3 ingredients at medium speed with an electric mixer until smooth.  Add eggs, beating well; stir in 2 Tbs. melted butter.  Cover and chill at least 1 hour.  Brush bottom of a 6"" nonstick skillet with melted butter.  Place over medium heat until hot.  Pour 2 Tbs. batter into pan.  Quickly tilt in all directions so batter covers bottom of pan.  Cook 1 minute or until crepe can be shaken loose from pan.  Turn and cook about 30 seconds.  Cool.",16,"crepes",,"American","Recipe Box","Breakfast",01:00:00 AM
362,"Apple Oven Pancake",0,,12:20:00 AM,12:20:00 AM,"In a bowl, combine the apples, brown sugar, honey, cinnamon and nutmeg.  Melt butter in a 12"" ovenproof skillet.  Add apple mixture to skillet.  Saute for 15 minutes or until tender.

In a blender, combine the eggs, milk, flour, sugar and salt; cover and process for 10 seconds or until smooth.  Pour over apple mixture; gently lift apple mixture, letting egg mixture flow beneath.  Bake, uncovered, at 425° for 15-20 minutes or until the pancake is puffy and golden brown.  Sprinkle with lemon jice and confectioners' sugar if desired.  Cut into wedges.  Serve warm.",,,6,"American","Recipe Box","Breakfast",
363,"Buttermilk Pancakes",0,,12:20:00 AM,12:20:00 AM,"Combine first 4 ingredients.  Combine egg, buttermilk and oil.  Slowly stir into dry ingredients.  Make pancakes.",,,8,"American","Recipe Box","Breakfast",
364,"Monkey Bread",0,,12:20:00 AM,12:30:00 AM,"Cut each biscuit into quarters.  Mix sugar and cinnamon in a bag.  Shake biscuit pieces in sugar mixture.  Put pieces in a well-greased angel food pan or bundt pan.  Melt brown sugar and butter, but do not boil.  Pour over pieces in cake pan.  Bake at 400° for 50-55 minutes, covering with foil after 20 minutes to prevent overbrowning.  Cool on wire rack for 5 minutes.",,,6,"American","Recipe Box","Breakfast",
365,"Oatmeal Pancakes",0,,12:20:00 AM,12:20:00 AM,"In a bowl, combine oats, flour, baking soda and sugar.  Combine the egg, buttermilk and butter; stir into the dry ingredients just until moistened.  Pour batter by 1/3 cup onto a greased hot griddle.  Turn when bubbles form.  Flip and cook on other side.",7,"pancakes",,"American","Recipe Box","Breakfast",
366,"Cinnamon Rolls",0,,12:30:00 AM,12:20:00 AM,"Stir together 1/4 cup warm water, yeast and 1/4 cup sugar; let stand 5 minutes.  Combine yeast mixture, 1-3/4 cup flour, milk, salt, egg and shortening in a large mixing bowl.  Beat at medium speed with an electric mixture until well blended.  Gradually sitr in enough remaining flour to make a soft dough.  Turn dough onto a well-floured surface.  Knead until smooth and elastic (about 5 minutes).  Place in well-greased bowl, turning to grease top.  Cover and let rise in warm place (85°) for 1-1/2 hours or until doubled in bulk.  Punch dough down and cover.  Let rise in warm place for 30 minutes or until dough is doubled.  Turn dough out onto a floured surface and roll dough to a 15""x9"" rectangle.  Spread with butter and sprinkle with remaining 1/2 cup sugar and cinnamon.  Roll up starting at a long edge.  Cut dough into 1"" slices.  Arrange in a lightly greased 13""x9""x2"" baking pan.  Cover and let rise in a warm place for 30-40 minutes or until doubled.  Bake at 375° for 17 minutes or until done.  Stir together powdered sugar, 3-4 Tbs milk and vanilla until blended and drizzle over rolls.",14,"rolls",,"American","Recipe Box","Breakfast",
367,"Brown Sugar Banana Coffee Cake",0,"Makes 6 large or 18 small muffins",12:20:00 AM,12:25:00 AM,"In a food processor or a bowl, whirl or mix 3/4 cup flour, 3/4 cup brown sugar, and 1/4 tsp salt.  Cut 1/4 cup butter into chunks and add to bowl; pulse mixture or cut in butter with a pastry blender until mixture resembles coarse crumbs.  Set aside.

With a mixer on high speed, beat remaining 1/4 c. butter and remaining 1 cup brown sugar until smooth.  Beat in eggs and vanilla, scraping down sides of bowl as necessary until well blended.  Beat in mashed bananas.

In a small bowl, stir together remaining 1-1/2 cup flour, baking powder and 1/4 tsp. salt.  Stir into banana mixture.  Gently fold in sour cream until well blended.

Divide batter equally among 6 jumbo cups or 18 regular cups, filling 1/2 full.  Sprinkle streusel evenly over tops of cakes

Bake in a 350° oven until streusel is browned and toothpick comes out clean with mist crumbs attached-18-25 minutes.  Cool 5 minutes in cups, then invert pan to remove.  Serve warm or let cool completely.",6,"muffins",,"American","Recipe Box","Breakfast",
368,"Drop Biscuits and Gravy",0,,12:20:00 AM,12:12:00 AM,"In a bowl, combine flour, baking powder and salt.  Combine milk and butter; stir into dry ingredients just until blended.  Drop by rounded teaspoonfuls onto a greased baking sheet.  Bake at 450° for 10-12 minutes or until golden brown.  Meanwhile, in a saucepan, cook the sausage over medium heat until no longer pink.  Stir in butter until melted.  Sprinkle with flour.  Gradually stir in milk, salt and pepper.  Bring to a boil; cook and stir for 2 minutes.  Serve over biscuits.",,,4,"American","Recipe Box","Breakfast",
369,"Pizza Crust",0,,12:15:00 AM,,"Blend flour and salt in mixing bowl.  Heat water to 105°-110°.  Add yeast to water and stir to hydrate and let stand for 5 minutes.  Add oil and yeast to flour mixture.  Mix until flour is moist and mixture is a ball.  Put in dough hook and beat for 6-7 minutes on medium or knead on counter for 8-10 minutes.  Place in bowl.  Microwave 2 cups water for 4 minutes.  Put dough in microwave for 2 hours.",1,"pie",,"American","Recipe Box","Breads",
370,"Banana Bread",5,"Makes one large and one small loaf",12:20:00 AM,12:50:00 AM,"Mix butter, buttermilk and bananas.  Beat for 2 minutes.  Combine flour, sugar, baking soda, baking powder and salt.  Add to banana mixture and mix for 2 minutes.  Add buttermilk and eggs and mix until combined.  Bake at 350°.  Makes 1 large loaf and one small loaf (large-50 minutes, small-40 minutes)",1,"loaf",,"American","Diane Campbell","Bread",
371,"Rolls",0,,12:20:00 AM,12:10:00 AM,"In a small bowl, combine all of the ingredients.  Spoon into 6 muffin cups coated with nonstick cooking spray.  Bake at 450° for 8-10 minutes or until a toothpick comes out clean.  Cool for 5 minutes before removing from pan to wire rack.  Serve warm.",6,"unit",,"American","Recipe Box","Breads",
372,"Apple Butter Bread",0,,12:20:00 AM,01:05:00 AM,"Combine flour, sugar and cinnamon.  Set aside.  Combine eggs, butter, apple butter and milk.  Beat well.  Stir in pecans and raisins.  Add flour mixture stirring just until moistened.  Spoon batter into a greased and floured 9""x5""x3"" loaf pan.  Bake at 350° for 1 hour and 5 minutes or until a toothpick comes out clean.  Cool in pan 10 minutes.  Remove to a wire rack and cool completely.",1,"loaf",,"American","Recipe Box","Breads",
373,"Strawberry Bread",0,,12:20:00 AM,01:00:00 AM,"Combine first 4 ingredients.  Set aside.  Combine oil, eggs and sugar in large bowl of electric mixer.  Mix well.  Gradually add dry ingredients to creamed mixture, stirring just until all ingredients are moistened.  Stir in strawberries and pecans.  Spoon mixture into 2 greased and floured 8-1/2""x4-1/2""x3"" loaf pans.  Bake at 350° for 1 hour or until a toothpick comes out clean.  Cool in pans for 10 minutes.  Remove to wire rack and cool completely.",2,"loaves",,"American","Recipe Box","Breads",
374,"Mayonnaise Bread",0,,12:20:00 AM,12:25:00 AM,"Combine flour, milk and mayonnaise in a bowl, stirring just until dry ingredients are moistened.  Grease a 10"" cast-iron skillet with oil.  Place in a 400° oven for 4 minutes or until hot.  Remove from oven.  Sprinkle with cornmeal.  Spoon batter evenly into skillet.  Bake at 400° for 25 minutes or until lightly browned.",,,6,"American","Recipe Box","Breads",
375,"Tea Cakes",0,,12:20:00 AM,12:15:00 AM,"Combine all ingredients and pour into greased mini-muffin cups.  Bake at 375° for 10-15 minutes.",,,4,"American","Recipe Box","Breads",
376,"Cream Cheese Biscuits",0,,12:20:00 AM,12:20:00 AM," In a mixer, beat cream cheese and butter together.  Add flour, mixing well.  Roll out to 1/2"" thickness and cut with a small biscuit cutter.  Place on a greased baking sheet and bake at 350° for 20 minutes or until lightly browned.",,,4,"American","Recipe Box","Breads",
377,"Easy Biscuits",0,,12:20:00 AM,12:20:00 AM,"Mix all ingredients and drop by spoonfuls on a baking sheet.  Bake at 425° until biscuits are golden brown.  Serve with butter.",,,6,"American","Recipe Box","Breads",
378,"Quick Whipping Cream Biscuits",0,,12:20:00 AM,12:15:00 AM,"Cut 1/2 cup butter into flour with a pastry blender or fork until crumbly.  Add whipping cream, stirring just until dry ingredients are moistened.  Turn dough out onto a lightly floured surface.  Knead lightly 3 or 4 times.  Roll or pat dough to 3/4"" thickness.  Cut out 2"" round pieces.  Place biscuits on a lightly greased baking sheet.  Bake at 400° for 13-15 minutes.  Brush biscuits with 1/4 cup melted butter.",1,"dozen",,"American","Recipe Box","Breads",
